"game_date","Home Team","Away Team","Period","Clock","Home Team Skaters","Away Team Skaters","Home Team Goals","Away Team Goals","Team","Player","Event","X Coordinate","Y Coordinate","Detail 1","Detail 2","Detail 3","Detail 4","Player 2","X Coordinate 2","Y Coordinate 2"
"2020-03-01","Erie Otters","London Knights","1","2:09","5","5","1","1","Erie Otters","Kyen Sopa","Puck Recovery","27","53",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:08","5","5","1","1","Erie Otters","Kyen Sopa","Incomplete Play","33","54","Direct",,,,"Austen Swankler","84","42"
"2020-03-01","Erie Otters","London Knights","1","2:07","5","5","1","1","London Knights","Gerard Keane","Takeaway","118","39",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:06","5","5","1","1","London Knights","Gerard Keane","Dump In/Out","118","39","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:03","5","5","1","1","Erie Otters","Jack Duff","Puck Recovery","48","32",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:00","5","5","1","1","Erie Otters","Jack Duff","Play","52","19","Direct",,,,"Brendan Hoffmann","117","78"
"2020-03-01","Erie Otters","London Knights","1","1:58","5","5","1","1","London Knights","Kirill Steklov","Zone Entry","124","80","Carried",,,,"Kirill Steklov",,
"2020-03-01","Erie Otters","London Knights","1","1:57","5","5","1","1","Erie Otters","Brendan Hoffmann","Incomplete Play","136","80","Direct",,,,"Emmett Sproule","141","15"
"2020-03-01","Erie Otters","London Knights","1","1:56","5","5","1","1","London Knights","Kirill Steklov","Puck Recovery","34","38",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:55","5","5","1","1","London Knights","Kirill Steklov","Play","26","16","Indirect",,,,"Gerard Keane","18","16"
"2020-03-01","Erie Otters","London Knights","1","1:47","5","5","1","1","London Knights","Gerard Keane","Play","5","40","Direct",,,,"Kirill Steklov","26","4"
"2020-03-01","Erie Otters","London Knights","1","1:44","5","5","1","1","London Knights","Kirill Steklov","Play","65","20","Direct",,,,"Matvey Guskov","103","25"
"2020-03-01","Erie Otters","London Knights","1","1:43","5","5","1","1","London Knights","Matvey Guskov","Play","107","26","Direct",,,,"Nathan Dunkley","113","17"
"2020-03-01","Erie Otters","London Knights","1","1:42","5","5","1","1","Erie Otters","Matvey Guskov","Zone Entry","126","18","Carried",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","1","1:41","5","5","1","1","London Knights","Nathan Dunkley","Play","136","25","Indirect",,,,"Matvey Guskov","138","20"
"2020-03-01","Erie Otters","London Knights","1","1:39","5","5","1","1","London Knights","Matvey Guskov","Shot","158","21","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","1:36","5","5","1","1","London Knights","Max McCue","Puck Recovery","169","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:36","5","5","1","1","London Knights","Max McCue","Play","169","83","Direct",,,,"Gerard Keane","128","75"
"2020-03-01","Erie Otters","London Knights","1","1:35","5","5","1","1","London Knights","Gerard Keane","Shot","128","75","Slapshot","On Net","t","t",,,
"2020-03-01","Erie Otters","London Knights","1","1:33","5","5","1","1","London Knights","Max McCue","Puck Recovery","179","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:33","5","5","1","1","London Knights","Max McCue","Play","179","80","Indirect",,,,"Nathan Dunkley","190","72"
"2020-03-01","Erie Otters","London Knights","1","1:29","5","5","1","1","Erie Otters","Jack Duff","Puck Recovery","8","14",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:29","5","5","1","1","Erie Otters","Jack Duff","Play","8","14","Indirect",,,,"Kurtis Henry","2","43"
"2020-03-01","Erie Otters","London Knights","1","1:25","5","5","1","1","Erie Otters","Kurtis Henry","Play","41","70","Direct",,,,"Emmett Sproule","82","81"
"2020-03-01","Erie Otters","London Knights","1","1:23","5","5","1","1","Erie Otters","Emmett Sproule","Play","104","78","Direct",,,,"Daniel D'Amato","125","71"
"2020-03-01","Erie Otters","London Knights","1","1:22","5","5","1","1","London Knights","Gerard Keane","Zone Entry","125","71","Carried",,,,"Kirill Steklov",,
"2020-03-01","Erie Otters","London Knights","1","1:18","5","5","1","1","Erie Otters","Daniel D'Amato","Play","159","84","Indirect",,,,"Brendan Hoffmann","196","66"
"2020-03-01","Erie Otters","London Knights","1","1:16","5","5","1","1","London Knights","Gerard Keane","Puck Recovery","4","19",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:15","5","5","1","1","London Knights","Gerard Keane","Incomplete Play","4","24","Indirect",,,,"Nathan Dunkley","5","31"
"2020-03-01","Erie Otters","London Knights","1","1:14","5","5","1","1","Erie Otters","Emmett Sproule","Takeaway","198","54",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:12","5","5","1","1","London Knights","Kirill Steklov","Takeaway","5","27",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","1:04","5","5","1","1","London Knights","Kirill Steklov","Play","50","80","Direct",,,,"Gerard Keane","28","33"
"2020-03-01","Erie Otters","London Knights","1","1:02","5","5","1","1","London Knights","Gerard Keane","Play","50","24","Direct",,,,"Nathan Dunkley","91","3"
"2020-03-01","Erie Otters","London Knights","1","0:59","5","5","1","1","London Knights","Nathan Dunkley","Incomplete Play","93","10","Direct",,,,"Markus Phillips","116","64"
"2020-03-01","Erie Otters","London Knights","1","0:57","5","5","1","1","Erie Otters","Cameron Morton","Puck Recovery","59","20",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:54","5","5","1","1","Erie Otters","Chad Yetman","Puck Recovery","14","10",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:47","5","5","1","1","Erie Otters","Chad Yetman","Incomplete Play","48","3","Indirect",,,,"Emmett Sproule","72","8"
"2020-03-01","Erie Otters","London Knights","1","0:45","5","5","1","1","London Knights","Matvey Guskov","Puck Recovery","95","81",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:41","5","5","1","1","London Knights","Matvey Guskov","Play","16","70","Indirect",,,,"Hunter Skinner","18","7"
"2020-03-01","Erie Otters","London Knights","1","0:39","5","5","1","1","London Knights","Hunter Skinner","Play","12","9","Indirect",,,,"Jason Willms","71","83"
"2020-03-01","Erie Otters","London Knights","1","0:35","5","5","1","1","London Knights","Jason Willms","Play","71","83","Direct",,,,"Markus Phillips","39","69"
"2020-03-01","Erie Otters","London Knights","1","0:33","5","5","1","1","London Knights","Markus Phillips","Play","50","62","Direct",,,,"Johnny Gruden","108","7"
"2020-03-01","Erie Otters","London Knights","1","0:31","5","5","1","1","London Knights","Johnny Gruden","Dump In/Out","110","3","Retained",,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:30","5","5","1","1","London Knights","Markus Phillips","Puck Recovery","85","17",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:30","5","5","1","1","London Knights","Markus Phillips","Dump In/Out","85","17","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:29","5","5","1","1","Erie Otters","Jamie Drysdale","Puck Recovery","87","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:19","5","5","1","1","London Knights","Maxim Golod","Zone Entry","124","10","Carried",,,,"Hunter Skinner",,
"2020-03-01","Erie Otters","London Knights","1","0:16","5","5","1","1","Erie Otters","Jamie Drysdale","Incomplete Play","179","9","Direct",,,,"Chad Yetman","170","44"
"2020-03-01","Erie Otters","London Knights","1","0:14","5","5","1","1","Erie Otters","Maxim Golod","Puck Recovery","154","77",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:13","5","5","1","1","Erie Otters","Maxim Golod","Incomplete Play","139","74","Indirect",,,,"Kurtis Henry","142","80"
"2020-03-01","Erie Otters","London Knights","1","0:11","5","5","1","1","London Knights","Markus Phillips","Puck Recovery","10","17",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:11","5","5","1","1","London Knights","Markus Phillips","Play","10","17","Indirect",,,,"Hunter Skinner","8","67"
"2020-03-01","Erie Otters","London Knights","1","0:08","5","5","1","1","London Knights","Hunter Skinner","Play","8","67","Indirect",,,,"Matvey Guskov","53","3"
"2020-03-01","Erie Otters","London Knights","1","0:04","5","5","1","1","London Knights","Matvey Guskov","Incomplete Play","53","3","Indirect",,,,"Johnny Gruden","110","19"
"2020-03-01","Erie Otters","London Knights","1","0:02","5","5","1","1","Erie Otters","Jamie Drysdale","Puck Recovery","8","60",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:02","5","5","1","1","Erie Otters","Chad Yetman","Faceoff Win","169","20","Backhand",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","1","0:01","5","5","1","1","Erie Otters","Jack Duff","Puck Recovery","162","30",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","0:01","5","5","1","1","Erie Otters","Jack Duff","Shot","162","30","Snapshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","20:00","5","5","1","1","London Knights","Jason Willms","Faceoff Win","100","42","Backhand",,,,"Kirill Steklov",,
"2020-03-01","Erie Otters","London Knights","2","19:59","5","5","1","1","London Knights","Kirill Steklov","Puck Recovery","73","21",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:58","5","5","1","1","London Knights","Kirill Steklov","Play","58","20","Direct",,,,"Ryan Merkley","61","71"
"2020-03-01","Erie Otters","London Knights","2","19:53","5","5","1","1","London Knights","Ryan Merkley","Incomplete Play","95","68","Direct",,,,"Liam Foudy","125","79"
"2020-03-01","Erie Otters","London Knights","2","19:51","5","5","1","1","Erie Otters","Kurtis Henry","Puck Recovery","55","4",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:47","5","5","1","1","London Knights","Jason Willms","Puck Recovery","179","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:44","5","5","1","1","Erie Otters","Kurtis Henry","Incomplete Play","49","3","Indirect",,,,"Daniel D'Amato","63","9"
"2020-03-01","Erie Otters","London Knights","2","19:44","5","5","1","1","London Knights","Jason Willms","Takeaway","143","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:44","5","5","1","1","London Knights","Jason Willms","Play","143","80","Indirect",,,,"Liam Foudy","185","80"
"2020-03-01","Erie Otters","London Knights","2","19:39","5","5","1","1","London Knights","Liam Foudy","Shot","173","66","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","19:36","5","5","1","1","Erie Otters","Brendan Sellan","Puck Recovery","33","69",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:33","5","5","1","1","Erie Otters","Brendan Sellan","Incomplete Play","96","83","Indirect",,,,"Daniel D'Amato","109","80"
"2020-03-01","Erie Otters","London Knights","2","19:31","5","5","1","1","London Knights","Kirill Steklov","Puck Recovery","68","5",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:31","5","5","1","1","London Knights","Kirill Steklov","Incomplete Play","68","5","Indirect",,,,"Billy Moskal","72","9"
"2020-03-01","Erie Otters","London Knights","2","19:29","5","5","1","1","Erie Otters","Brendan Sellan","Puck Recovery","117","78",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:29","5","5","1","1","Erie Otters","Brendan Sellan","Dump In/Out","117","68","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:27","5","5","1","1","London Knights","Billy Moskal","Puck Recovery","68","20",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:27","5","5","1","1","London Knights","Billy Moskal","Play","68","20","Direct",,,,"Kirill Steklov","50","18"
"2020-03-01","Erie Otters","London Knights","2","19:25","5","5","1","1","London Knights","Kirill Steklov","Play","44","26","Direct",,,,"Ryan Merkley","27","70"
"2020-03-01","Erie Otters","London Knights","2","19:23","5","5","1","1","London Knights","Ryan Merkley","Incomplete Play","42","68","Indirect",,,,"Billy Moskal","66","20"
"2020-03-01","Erie Otters","London Knights","2","19:23","5","5","1","1","Erie Otters","Brendan Sellan","Takeaway","149","22",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:20","5","5","1","1","Erie Otters","Brendan Sellan","Play","143","29","Indirect",,,,"Daniel D'Amato","174","6"
"2020-03-01","Erie Otters","London Knights","2","19:18","5","5","1","1","Erie Otters","Daniel D'Amato","Play","174","6","Indirect",,,,"Brendan Sellan","158","5"
"2020-03-01","Erie Otters","London Knights","2","19:16","5","5","1","1","Erie Otters","Brendan Sellan","Incomplete Play","158","5","Indirect",,,,"Daniel D'Amato","177","11"
"2020-03-01","Erie Otters","London Knights","2","19:15","5","5","1","1","London Knights","Jason Willms","Takeaway","29","79",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:15","5","5","1","1","London Knights","Jason Willms","Incomplete Play","29","79","Indirect",,,,"Liam Foudy","73","83"
"2020-03-01","Erie Otters","London Knights","2","19:13","5","5","1","1","Erie Otters","Kurtis Henry","Puck Recovery","119","5",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:13","5","5","1","1","Erie Otters","Kurtis Henry","Dump In/Out","119","5","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:12","5","5","1","1","London Knights","Kirill Steklov","Puck Recovery","76","74",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","19:12","5","5","1","1","London Knights","Kirill Steklov","Play","76","74","Direct",,,,"Liam Foudy","96","65"
"2020-03-01","Erie Otters","London Knights","2","19:11","5","5","1","1","London Knights","Liam Foudy","Play","96","65","Direct",,,,"Billy Moskal","101","13"
"2020-03-01","Erie Otters","London Knights","2","19:08","5","5","1","1","Erie Otters","Alec Regula","Zone Entry","125","5","Carried",,,,"Jacob Golden",,
"2020-03-01","Erie Otters","London Knights","2","19:08","5","5","1","1","London Knights","Billy Moskal","Play","141","5","Indirect",,,,"Ryan Merkley","129","10"
"2020-03-01","Erie Otters","London Knights","2","19:06","5","5","1","1","London Knights","Ryan Merkley","Play","141","6","Direct",,,,"Liam Foudy","179","59"
"2020-03-01","Erie Otters","London Knights","2","19:01","5","5","1","1","London Knights","Liam Foudy","Play","166","80","Direct",,,,"Alec Regula","155","59"
"2020-03-01","Erie Otters","London Knights","2","18:57","5","5","1","1","London Knights","Alec Regula","Shot","141","79","Wristshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","18:56","5","5","1","1","Erie Otters","Kurtis Henry","Puck Recovery","29","54",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","18:55","5","5","1","1","London Knights","Liam Foudy","Takeaway","170","4",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","18:52","5","5","1","1","London Knights","Liam Foudy","Incomplete Play","156","15","Direct",,,,"Alec Regula","144","33"
"2020-03-01","Erie Otters","London Knights","2","18:49","5","5","1","1","Erie Otters","Jacob Golden","Puck Recovery","36","38",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","18:45","5","5","1","1","London Knights","Brendan Hoffmann","Zone Entry","126","14","Carried",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","2","18:44","5","5","1","1","Erie Otters","Jacob Golden","Play","159","2","Indirect",,,,"Brendan Hoffmann","145","11"
"2020-03-01","Erie Otters","London Knights","2","18:43","5","5","1","1","Erie Otters","Brendan Hoffmann","Shot","162","14","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","18:42","5","5","1","1","London Knights","Alec Regula","Puck Recovery","23","57",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","18:42","5","5","1","1","London Knights","Alec Regula","Play","23","57","Direct",,,,"Connor McMichael","41","70"
"2020-03-01","Erie Otters","London Knights","2","18:37","5","5","1","1","Erie Otters","Johnny Gruden","Zone Entry","125","74","Carried",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","2","18:37","5","5","1","1","London Knights","Connor McMichael","Play","136","74","Direct",,,,"Johnny Gruden","153","52"
"2020-03-01","Erie Otters","London Knights","2","18:35","5","5","1","1","London Knights","Johnny Gruden","Shot","174","41","Wristshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","18:34","5","5","1","1","London Knights","Johnny Gruden","Puck Recovery","182","32",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","18:34","5","5","1","1","London Knights","Johnny Gruden","Incomplete Play","182","32","Direct",,,,"Connor McMichael","175","47"
"2020-03-01","Erie Otters","London Knights","2","18:33","5","5","1","1","London Knights","Alec Regula","Puck Recovery","170","55",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","18:33","5","5","1","1","London Knights","Alec Regula","Shot","170","55","Snapshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","18:31","5","5","1","1","London Knights","Johnny Gruden","Puck Recovery","164","1",,,,,,,
